title;genres;keywords;popularity;average_vote;num_votes
Big;fantasy, drama, comedy, romance, family;baseball, co-worker, bronx, pinball machine, toy maker, duet, job promotion, homesick, new toy, quarter, unplugged electronic works, yankee stadium bronx new york city, walking on piano keys, wish fulfillment, bunk bed, woman director;9.562292;6.9;1022.0
Problem Child;comedy;ransom, kidnapping, foster parents, child hero, baby-snatching, orphanage, spoiled child, pflegesohn, serial killer;5.722116000000001;5.5;152.0
Oscar and Lucinda;drama, romance;minister, australia, inheritance, wager, woman director, 19th century;1.4625709999999998;6.2;26.0
Tequila Sunrise;action, adventure, crime, romance, thriller;restaurant, drug dealer, shadowing, restaurant owner, cop, best friend;6.399977;6.0;116.0
The Pelican Brief;drama, mystery, thriller, crime;judge, professor, mission of murder, supreme court;8.708306;6.3;377.0
A Christmas Story;comedy, family;holiday, nostalgia, young boy, bb gun, essay, christmas tree dealer, mall santa, christmas, 1940s;7.337907;7.4;352.0
Mickey Blue Eyes;comedy, crime, romance;new york, marriage proposal, fbi, mafia boss, mafia;6.951414;5.3;142.0
Teaching Mrs. Tingle;comedy, thriller;pornography, exam, bed, graduation, final exam, class, scholarship, bastille, suspense, mother daughter relationship, teen movie, tears, gym, knocked out, valedictorian, history class, history teacher, teenage sex, reference to marilyn monroe, letter opener, school bus;8.345784;5.3;94.0
Universal Soldier: The Return;action, science fiction;super computer, computer program, destiny, timebomb;7.8051449999999996;4.2;138.0
Universal Soldier;thriller, action, science fiction, crime;vietnam, barrage, revitalization, reporter, soldier;8.035769;5.8;382.0
Love Stinks;comedy, romance;behind the scenes, spa, planetarium, art imitates life;1.097513;5.4;11.0
Perfect Blue;animation, thriller;japan, career, stalker, singer, animation, female protagonist, split personality, j-pop, anime;6.487495;7.9;261.0
The Bat;horror, mystery, thriller;bat, suspense;8.819138;5.9;18.0
Iron Eagle;action, thriller, war;dictator, father son relationship, government, execution;4.33058;4.8;64.0
Iron Eagle II;action, adventure, drama, thriller;israel, atomic bomb, pilot, air force;2.331052;4.3;17.0
Iron Eagle III;action, thriller;poison, pilot, dying and death, airplane, drugs and addiction;8.484869999999999;3.6;15.0
Three Days of the Condor;action, thriller, mystery;cia, office, condor;14.364447;7.2;234.0
Medicine Man;adventure;medicine, ant, research, amazon, cancer, jungle, doctor, falling in love, cure, rainforest;7.431005;5.8;114.0
The Spiders - The Golden Sea;adventure;spy, secret society, incan, human sacrifice, hidden treasure;0.30198400000000003;5.7;5.0
The 13th Warrior;adventure, fantasy, action;witch, cave, arabian, scandinavia, bagdad, viking, iraq, war, mission;10.308026;6.4;524.0
The Astronaut's Wife;drama, science fiction, thriller;wife husband relationship, space travel, space, mission, pregnancy, astronaut;14.705865;5.5;263.0
Dudley Do-Right;comedy, family, romance;based on cartoon, mountie;4.431577;3.8;49.0
The Muse;fantasy, comedy;screenwriter, muse;1.533253;5.3;31.0
Cabaret Balkan;drama;bus, barge;0.569218;7.3;4.0
The Lost Son;mystery, thriller;suspense;0.504739;5.8;6.0
The Very Thought of You;comedy, romance;london england, independent film;1.233052;5.0;11.0
Outside Providence;romance, comedy, drama;suicide, sex, sexuality, college, police, campus, party, love, revenge, prank, independent film, student, teenager, drug, humiliation, flashback, accident;3.1092400000000002;5.6;30.0
Bedrooms and Hallways;comedy, drama, romance;gay, meditation, coming out, party, independent film, gay interest, woman director;1.016117;5.9;11.0
I Woke Up Early The Day I Died;comedy;nurse, thief;0.5636369999999999;4.7;3.0
Stigmata;horror;vatican, miracle, christian, faith, clergyman, atheist;9.304144;6.0;248.0
Stir of Echoes;horror, mystery, thriller;secret, obsession, paranoia, grave, haunted house, hypnosis, tools, clairvoyance, murder, suspense, disappearance, psychic, cemetary, ghost, neighborhood, repressed memory, hearing voices;5.875605999999999;6.5;334.0
Best Laid Plans;drama, thriller, crime;suspense;4.374187;6.0;30.0
Black Cat, White Cat;comedy, romance;gypsy, yugoslavia, father son relationship, cat, brother sister relationship, grandfather grandson relationship, bathing, unexpected happiness, black market, russian, bad luck, small person, superstition, gypsy music, teacher, money, debt, best friend, train, wedding, youth, danube, anarchic comedy;6.261475;7.7;160.0
The Adventures of Milo and Otis;adventure, drama, family;cat, fight, chicken, barn, pig, milk, survival, dog;2.5006049999999997;6.7;54.0
Only Angels Have Wings;action, adventure, drama, romance;pilot, south america, old flame, showgirl;2.611512;7.0;47.0
Othello;drama, romance;shakespeare, wife husband relationship, victim, love, murder, interracial marriage, tragic love, handkerchief, resentment, jealous husband, father daughter conflict, mistrust of wife;2.698585;6.5;35.0
Queens Logic;comedy, drama;friendship, queens new york city;6.24172;5.7;6.0
A Soldier's Story;drama, mystery, war;racist, black, revenge, boot camp, based on play or musical, dead soldier, flashback, military law;12.019262;6.2;54.0
Alice Sweet Alice;horror, mystery, thriller;single parent, church service, burned alive, psychopathic killer, proto-slasher;3.274172;6.4;58.0
Don't Look in the Basement;horror, thriller;asylum, insane asylum, mystery, sanitarium, patient, video nasty;0.689278;5.2;19.0
Nightmares;science fiction, horror;video game, monster, supernatural, truck, anthology, urban legend, priest, serial killer, scientist, maniac, demon, animal attack, giant rat;3.861469;5.4;23.0
I Saw What You Did;horror, mystery, thriller;male nudity, based on novel, nudity, murder, neighbor, slumber party, teenager, stabbing, prank telephone call;1.8897400000000002;5.8;11.0
Yellow Submarine;animation, fantasy, music;submarine, fab four, colours, music, blase, the beatles;14.950187;7.1;114.0
American Beauty;drama;male nudity, female nudity, adultery, parent child relationship, midlife crisis, coming out, first time, camcorder, virgin, nudity, film maker, estate agent, satire, loneliness, dark comedy, suburbia, coming of age, marijuana, exercise, bittersweet, affair;20.726578;7.9;3438.0
Stop Making Sense;documentary, music;concert;2.359569;8.7;47.0
Blue Streak;action, comedy, crime;robbery, diamant, police operation, police everyday life, thief, police officer, police station;6.229424;6.1;359.0
For Love of the Game;drama, romance;baseball, trainer, career, legend, training, sport;4.950061;6.3;88.0
Caligula;drama, history, romance;italy, assassination, rape, sexuality, roman empire, orgy, emperor, roman, sadism, ancient rome, marriage, insanity, syphillis, punishment, unsimulated sex, brutality, lust, erotic movie;11.157288000000001;5.3;147.0
A Hard Day's Night;comedy, music;adolescence, culture clash, press conference, behind the scenes, police chase, mockumentary, older man younger woman relationship, shaving, the beatles song, railway station, performer, psychotronic, generation gap, television director;5.719266;7.3;172.0
Splendor;comedy;menage a trois;3.508075;5.5;14.0
Sugar Town;comedy;woman director;0.20833000000000002;5.5;2.0
The Buddy Holly Story;drama;disc jockey, star, affection, from rags to riches, airplane crash, price of fame, blizzard;2.017413;7.5;33.0
Fright Night;horror;virgin, vampire, transformation, supernatural powers, undead, night club, lifting person in air, werewolf, mother son relationship;7.472509;6.9;279.0
Barefoot in the Park;comedy, romance;love, lawyer, conservative, new york city, apartment;8.380744;6.9;105.0
Deliverance;drama, adventure, thriller;strangeness, wound, wilderness, canoe, rafting, hillbilly;8.476681;7.2;441.0
Excalibur;fantasy, adventure;holy grail, love triangle, england, prophecy, rape, sex, adultery, witch, mythology, magic, fog, castle, knight, vision, tournament, duel, battle, incest, mist, wizard, affair, revelry, sword and sorcery;8.800455;7.1;241.0
Lulu on the Bridge;drama, mystery, romance, thriller;jazz, saxophonist, shooting, independent film, extramarital affair;1.4154930000000001;5.8;5.0
The Pajama Game;comedy, music;musical;0.681871;6.3;12.0
Sommersby;drama, thriller, mystery, romance;southern usa, wife husband relationship, amnesia, war veteran, return, village life, death penalty, gallows, violent husband, suspicion of murder, court case, death sentence, sentence, false identity, one-sided love, wife, peasant, loss of husband, village, agriculture, war, violence;4.359884;6.0;82.0
Thumbelina;animation, drama, family, fantasy;based on fairy tale;13.856198999999998;6.1;117.0
Tommy;drama, music;christmas party, musical, christmas tree, mute, pinball, midnight movie, rock opera, post war, blindness, holiday camp, visually impaired person, christmas lights;6.335814;6.5;69.0
Hell Night;horror;haunted house, college, abandoned house, serial killer, slasher, ghost, fraternity initiation, scream queen, deformed man, trespassing, college student;3.6821669999999997;5.6;32.0
Armour of God II: Operation Condor;action, adventure, crime, thriller;gold, nazis, wilderness, treasure hunt;12.276235;7.0;109.0
Armour of God;adventure, action, comedy;africa, sword, auction;7.278549000000001;6.8;111.0
Double Jeopardy;crime, drama, mystery, thriller;prison, sailboat, sailing trip, new orleans, women's prison, probation, murder hunt;10.876463000000001;6.2;282.0
Jakob the Liar;comedy, drama, history;jewry, schutzstaffel, jewish life, jewish ghetto;9.217935;6.1;91.0
Guinevere;drama, romance;photographer, dysfunctional family, independent film, older man younger woman relationship, bohemian, protégé, woman director;4.004968;5.9;9.0
Drive Me Crazy;drama, comedy, romance, family;high school, prom, next door neighbor;4.606395;5.8;62.0
Mystery, Alaska;drama, comedy;sport, ice hockey;4.512767;6.0;71.0
Three Kings;action, adventure, comedy;gold, gulf war, three kings, iraq, kuwait, rescue, interracial relationship, treasure map, soldier, u.s. soldier, gold theft, persian gulf, emergency surgery, mine field;12.287636000000001;6.6;709.0
Happy, Texas;comedy, crime;small town, texas, con man, fraud, independent film, mistaken identity, in the closet, fish out of water, escaped convict, stolen identity, small town sheriff, ruse, beauty pageant, confidence man, small town thieves, gender stereotypes, gay couple;2.939685;5.5;39.0
New Rose Hotel;drama, science fiction, mystery;female nudity, nudity, independent film, cyberpunk, skinny dipping, sex scene, near future, corporations, woman on top;10.255215;5.0;24.0
Plunkett & MacLeane;drama, action, comedy;railroad robber, robbery, victorian england, thief;10.285949;6.1;49.0
Alvarez Kelly;action, war, western;colonel, cattle, mexican, confederate, cattleman;1.4930299999999999;6.6;10.0
And the Ship Sails On;comedy, drama, foreign, music;cruise, boat accident, ship, war, independent film;1.7150720000000002;7.0;22.0
The Dark Half;mystery, horror;sheriff, based on novel, blackmail, book, razor, pseudonym, alter ego, maine, author, new york city, family, graveyard, high toned, supernatural power;13.412785000000001;5.4;91.0
Gulliver's Travels;action, adventure, animation, family;musical, giant;2.059715;6.3;26.0
Monkey Shines;thriller, drama, horror, science fiction;based on novel, paralysis, revenge, rage, monkey, disability, animal experimentation, science experiment, science run amok, animal testing;8.120652;6.2;58.0
Phantasm;horror, science fiction;evil, ice cream man  , mausoleum, tall man, sentinals, sphere;6.609336;6.5;166.0
Psycho II;horror, mystery, thriller;female nudity, nudity, motel, psychopath, sequel, revenge, murder, suspense, gore, blood, mother son relationship, voyeur;6.370495;6.0;128.0
Psycho III;horror, thriller;schizophrenia, male nudity, female nudity, prostitute, sex, nun, depression, nudity, psychopath, sequel, murder, gore, blood, slasher, corpse, mental illness, crossdressing;6.345885;5.4;79.0
Rain;drama;missionary, prostitute, rain, deluge, black and white, pre-code, persecution, tropics;0.577818;5.1;8.0
Sanjuro;drama, action, comedy;japan, corruption, samurai, temple, fighter;11.293611;7.8;122.0
Random Hearts;drama, romance;infidelity, politician, airplane crash, death, death of husband, police sergeant, death of wife;4.140398;5.3;63.0
Boys Don't Cry;crime, drama;rape, sex, identity, small town, love, friends, murder, romance, true, transgender, anger, woman director, nebraska, small town murder, transphobia, gender identity;6.5360059999999995;7.2;360.0
Five Wives, Three Secretaries and Me;documentary;woman director;0.001648;0.0;0.0
The Grandfather;drama, foreign;spain, based on novel, infidelity, grandfather, suicidal thoughts, old age, daughter–in–law, grandchild;0.81126;6.7;11.0
The Limey;action, crime, drama, mystery, thriller;prison, release from prison, suitcase, record producer, investigation, daughter, loss, revenge, stakeout, ex-con, warehouse, hired killer, narcotics, motel room, neo-noir, 1960s;7.807741;6.6;110.0
The Mating Habits of the Earthbound Human;comedy, romance, science fiction;secret love, independent film, stalking;6.571586;6.4;18.0
